CASE_ID,UNIQUE_CORRELATION_ID,CHARGE_ID,CASE_CREATED_DATE,CHARGE_DEGREE,CHARGE_LEVEL,CORRELATION_ID,DEF_PROSEC_PRETRIAL_DIVER_AGREE_DATE,DEF_STATUTE_CHAPTER_CODE,DEF_STATUTE_CHAPTER_GROUPING,DEF_STATUTE_SECTION,DEF_STATUTE_SUBSECTION,DEFENDANT_AGE,DEFENDANT_RACE_TYPE_DESC,DEFENDANT_SEX_TYPE_DESC,DEFENDANT_ETHNICITY_TYPE_DESC,DEFENDANT_ID,DRUG_TYPE_DESC,FINAL_ACTION_PROSECUTOR,FINAL_ACTION_DESC,FINAL_DECISION,OFFENSE_CODE,OFFENSE_FCIC_TYPE_DESC,OWNER_ORI,STATUTE,VICTIM_AGE,VICTIM_RACE_TYPE_DESC,VICTIM_SEX_TYPE_DESC,VICTIM_ETHNICITY_TYPE_DESC,VICTIM_ID,VICTIM_RELATIONSHIP_TO_OFFENDER_CODE,UCN_COUNTY_CODE,AGENCY_NAME,COUNTY_DESCRIPTION,STATE
4716643,ba2f4c04-885e-4524-9cf4-3539d491f167,18128864,53:38.7,Second Degree,Misdemeanor,ba2f4c04-885e-4524-9cf4-3539d491f167,,,,,,,White,Male,Hispanic or Latino,18659091,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716100,5c074ab9-898a-4645-90d1-c10193113b7a,18128027,22:20.8,First Degree,Misdemeanor,5c074ab9-898a-4645-90d1-c10193113b7a,,,,,,,Black,Male,Hispanic or Latino,18658005,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715802,3e0eea88-2d6d-4fcd-a1af-a12eb6c36faf,18127458,04:59.2,Second Degree,Misdemeanor,3e0eea88-2d6d-4fcd-a1af-a12eb6c36faf,,,,,,,Black,Female,Not Hispanic or Latino,18657409,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715818,5048d725-efb1-4fdb-990b-299765535087,18127478,05:56.6,First Degree,Misdemeanor,5048d725-efb1-4fdb-990b-299765535087,,,,,,,White,Male,Not Hispanic or Latino,18657441,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716559,e578ab24-fc1d-4b0e-8966-256887864b92,18128746,48:45.3,First Degree,Misdemeanor,e578ab24-fc1d-4b0e-8966-256887864b92,,,,,,,Black,Male,Not Hispanic or Latino,18658923,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715986,06c845ad-19e0-4da2-80f3-4e7b98408536,18127761,15:41.3,Second Degree,Misdemeanor,06c845ad-19e0-4da2-80f3-4e7b98408536,,,,,,,White,Male,Unknown,18657777,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715893,e4f2f56a-8a18-4db6-a543-8176c361beed,18127577,10:18.9,First Degree,Misdemeanor,e4f2f56a-8a18-4db6-a543-8176c361beed,,,,,,,White,Male,Hispanic or Latino,18657591,,Z,No Action,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715893,e4f2f56a-8a18-4db6-a543-8176c361beed,18127578,10:18.9,Second Degree,Misdemeanor,e4f2f56a-8a18-4db6-a543-8176c361beed,,,,,,,White,Male,Hispanic or Latino,18657591,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715974,13cd7d93-8f12-48b4-83b3-0155411d26de,18127745,15:02.2,First Degree,Misdemeanor,13cd7d93-8f12-48b4-83b3-0155411d26de,,,,,,,White,Male,Not Hispanic or Latino,18657753,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716394,3014b329-24ae-434c-ac9f-76117e188e2f,18128516,39:06.4,First Degree,Misdemeanor,3014b329-24ae-434c-ac9f-76117e188e2f,,,,,,,White,Male,Unknown,18658593,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715801,6743b95d-d2a3-46dd-ba13-1c80448e9cae,18127457,04:55.6,First Degree,Misdemeanor,6743b95d-d2a3-46dd-ba13-1c80448e9cae,,,,,,,White,Female,Not Hispanic or Latino,18657407,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716083,6700366b-8c0b-4772-baf0-83ed8cae02e3,18128007,21:14.8,First Degree,Misdemeanor,6700366b-8c0b-4772-baf0-83ed8cae02e3,,,,,,,Unknown,Male,Hispanic or Latino,18657971,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716028,8e7b2acb-db0c-4dc8-a0b0-9e30f8f25db8,18127914,18:09.4,First Degree,Misdemeanor,8e7b2acb-db0c-4dc8-a0b0-9e30f8f25db8,,,,,,,White,Male,Not Hispanic or Latino,18657861,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715783,c10ed132-dd58-4747-984e-125f493076a6,18127430,03:49.8,First Degree,Misdemeanor,c10ed132-dd58-4747-984e-125f493076a6,,,,,,,White,Male,Hispanic or Latino,18657371,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716145,449ae410-ee8a-4b12-80a3-5e071edffbfb,18128150,24:56.0,Second Degree,Misdemeanor,449ae410-ee8a-4b12-80a3-5e071edffbfb,,,,,,,White,Male,Unknown,18658095,,N,Filed Pending Court,00:00.0,5407,DUI-Unlawful Blood Alcohol,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716139,27ea4576-7545-4c38-9860-4bc62a6c74b1,18128140,24:41.7,Second Degree,Felony,27ea4576-7545-4c38-9860-4bc62a6c74b1,,,,,,,White,Male,Unknown,18658085,,N,Filed Pending Court,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716139,27ea4576-7545-4c38-9860-4bc62a6c74b1,18128131,24:41.7,Second Degree,Felony,27ea4576-7545-4c38-9860-4bc62a6c74b1,,,,,,,White,Male,Unknown,18658085,,N,Filed Pending Court,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716139,27ea4576-7545-4c38-9860-4bc62a6c74b1,18128133,24:41.7,Second Degree,Felony,27ea4576-7545-4c38-9860-4bc62a6c74b1,,,,,,,White,Male,Unknown,18658085,,N,Filed Pending Court,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127809,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127810,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127811,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127794,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127795,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127793,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127877,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127777,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127778,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127876,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127859,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716000,5f7885d3-06d7-435d-9d03-a2f10f110591,18127860,16:34.9,Second Degree,Felony,5f7885d3-06d7-435d-9d03-a2f10f110591,,,,,,,White,Male,Hispanic or Latino,18657807,,C,Consolidated,00:00.0,3704,Obscene Material-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715794,85a8378b-bc4e-48e9-b8d1-e1aa2b3b4ffe,18127444,04:28.2,First Degree,Misdemeanor,85a8378b-bc4e-48e9-b8d1-e1aa2b3b4ffe,,,,,,,Black,Male,Not Hispanic or Latino,18657393,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4708813,e553268d-56b7-402e-a51e-824c4703c136,18093548,41:11.6,Unknown,Unknown,e553268d-56b7-402e-a51e-824c4703c136,,,,,,,White,Female,Not Hispanic or Latino,18620502,,P,Pre-Trial Diversion,00:00.0,1319,Battery,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
4708813,e553268d-56b7-402e-a51e-824c4703c136,18093548,41:11.6,Unknown,Unknown,e553268d-56b7-402e-a51e-824c4703c136,,,,,,,White,Female,Not Hispanic or Latino,18620502,,P,Pre-Trial Diversion,00:00.0,1319,Battery,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
4715958,60ceea6d-bf90-42a8-8774-560e8d1f086b,18127725,14:06.6,First Degree,Misdemeanor,60ceea6d-bf90-42a8-8774-560e8d1f086b,,,,,,,White,Female,Unknown,18657721,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4707031,a06f6d75-89c3-42a7-a175-631acbcd1515,18085978,48:30.7,Unknown,Unknown,a06f6d75-89c3-42a7-a175-631acbcd1515,,,,,,,White,Female,Unknown,18614291,,N,Filed Pending Court,00:00.0,2399,Larceny,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,35,Lake County State Attorney's Office,Lake,Florida
4716414,ef6d29aa-c5dc-41b7-9291-cd98be62e0bc,18128544,40:16.4,Second Degree,Misdemeanor,ef6d29aa-c5dc-41b7-9291-cd98be62e0bc,,,,,,,American Indian or Alaska Native,Female,Not Hispanic or Latino,18658633,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716234,c5cec506-c183-44b2-80bd-cf63e5a6e3e4,18128277,30:01.1,First Degree,Misdemeanor,c5cec506-c183-44b2-80bd-cf63e5a6e3e4,,,,,,,White,Male,Unknown,18658273,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715878,e01d051c-5105-4407-9271-73b2335922cf,18127561,09:29.7,Third Degree,Felony,e01d051c-5105-4407-9271-73b2335922cf,,,,,,,White,Female,Unknown,18657561,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716623,5ff1683f-7499-4e7c-9b15-589c3c3336a3,18128825,52:28.9,Second Degree,Misdemeanor,5ff1683f-7499-4e7c-9b15-589c3c3336a3,,,,,,,White,Male,Unknown,18659051,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4707156,42b93a0f-9104-40f1-8a38-b4b9797c7f22,18086083,01:15.8,Unknown,Unknown,42b93a0f-9104-40f1-8a38-b4b9797c7f22,,,,,,,Black,Female,Not Hispanic or Latino,18614425,,P,Pre-Trial Diversion,00:00.0,3806,Neglect Child,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
4707156,42b93a0f-9104-40f1-8a38-b4b9797c7f22,18086083,01:15.8,Unknown,Unknown,42b93a0f-9104-40f1-8a38-b4b9797c7f22,,,,,,,Black,Female,Not Hispanic or Latino,18614425,,P,Pre-Trial Diversion,00:00.0,3806,Neglect Child,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
4706941,b710b42d-e61b-48f4-bd25-950d49b05dd6,18085899,46:41.9,Unknown,Unknown,b710b42d-e61b-48f4-bd25-950d49b05dd6,,,,,,,White,Male,Unknown,18614200,,N,Filed Pending Court,00:00.0,4801,Resist Officer,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,35,Lake County State Attorney's Office,Lake,Florida
4716596,3e2258ff-d572-497b-a66f-2119e6a19d50,18128794,50:54.1,First Degree,Misdemeanor,3e2258ff-d572-497b-a66f-2119e6a19d50,,,,,,,Black,Male,Unknown,18658997,,N,Filed Pending Court,00:00.0,4801,Resist Officer,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4707125,43480398-156d-44f1-868d-42b8bc786a14,18086049,50:51.1,Unknown,Unknown,43480398-156d-44f1-868d-42b8bc786a14,,,,,,,White,Male,Unknown,18614386,,N,Filed Pending Court,00:00.0,4801,Resist Officer,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,42,Marion County State Attorney's Office,Marion,Florida
4706908,4de78a27-464f-4a95-9224-7c7631dc3fe2,18085858,46:01.6,Unknown,Unknown,4de78a27-464f-4a95-9224-7c7631dc3fe2,,,,,,,White,Female,Unknown,18614167,,N,Filed Pending Court,00:00.0,4801,Resist Officer,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,9,Citrus County State Attorney's Office,Citrus,Florida
4716727,df95a851-8cf9-4971-8ae9-345b09701c0f,18128992,58:37.2,First Degree,Misdemeanor,df95a851-8cf9-4971-8ae9-345b09701c0f,,,,,,,Black,Male,Not Hispanic or Latino,18659259,,N,Filed Pending Court,00:00.0,4801,Resist Officer,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4715940,e16916ed-423c-46d8-bc02-749bffd3521c,18127640,13:03.3,First Degree,Misdemeanor,e16916ed-423c-46d8-bc02-749bffd3521c,,,,,,,White,Male,Hispanic or Latino,18657685,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716404,d9889c3d-207b-4c00-91fa-7b2cbbfb1e9b,18128527,39:41.2,Second Degree,Misdemeanor,d9889c3d-207b-4c00-91fa-7b2cbbfb1e9b,,,,,,,Unknown,Female,Unknown,18658613,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716519,d6a50f2c-dd55-4da4-98b8-2676645da3d3,18128696,46:26.1,Second Degree,Misdemeanor,f737aac9-b55b-45a2-b8ac-f9b6aaad6142,,,,,,,Unknown,Male,Unknown,18658843,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716744,d1d7ddfa-118f-4513-9c87-fb634a0ca8f8,18129015,59:36.5,Second Degree,Misdemeanor,d1d7ddfa-118f-4513-9c87-fb634a0ca8f8,,,,,,,White,Male,Unknown,18659293,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716209,45c96117-2c1c-4131-b05e-c3af736f3c66,18128244,28:40.0,Second Degree,Misdemeanor,45c96117-2c1c-4131-b05e-c3af736f3c66,,,,,,,Unknown,Male,Unknown,18658223,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716426,490075f7-a9ab-4166-b87f-b96b6c16b464,18128564,40:58.5,Second Degree,Misdemeanor,490075f7-a9ab-4166-b87f-b96b6c16b464,,,,,,,Unknown,Male,Unknown,18658657,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716167,a104d9d7-1625-4a5a-83ab-c5a7f8cef770,18128176,26:13.1,Second Degree,Misdemeanor,a104d9d7-1625-4a5a-83ab-c5a7f8cef770,,,,,,,White,Female,Unknown,18658139,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4707252,21ff0fce-b4c0-4e38-b897-b3e8242409d9,18086148,03:13.7,Unknown,Unknown,21ff0fce-b4c0-4e38-b897-b3e8242409d9,,,,,,,White,Female,Unknown,18614522,,N,Filed Pending Court,00:00.0,5503,Drugs-Health Or Safety,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,27,Hernando County State Attorney's Office,Hernando,Florida
4716743,cfe72059-0422-48d5-8a82-2f67a1607410,18129013,59:33.0,Second Degree,Misdemeanor,cfe72059-0422-48d5-8a82-2f67a1607410,,,,,,,White,Male,Hispanic or Latino,18659291,,N,Filed Pending Court,00:00.0,5503,Drugs-Health Or Safety,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716498,ea2ae52a-818f-4bfd-b659-65c1da6a29c4,18128662,45:09.2,Second Degree,Misdemeanor,ea2ae52a-818f-4bfd-b659-65c1da6a29c4,,,,,,,Black,Male,Not Hispanic or Latino,18658801,,Z,No Action,00:00.0,5503,Drugs-Health Or Safety,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4707252,21ff0fce-b4c0-4e38-b897-b3e8242409d9,18086161,03:13.7,Unknown,Unknown,21ff0fce-b4c0-4e38-b897-b3e8242409d9,,,,,,,White,Female,Unknown,18614522,,N,Filed Pending Court,00:00.0,5503,Drugs-Health Or Safety,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,27,Hernando County State Attorney's Office,Hernando,Florida
4702536,3707bda2-cb20-4638-8bf5-a6b12bd34c53,18076252,01:05.5,Unknown,Unknown,3707bda2-cb20-4638-8bf5-a6b12bd34c53,,,,,,,Black,Male,Not Hispanic or Latino,18602353,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
4702536,3707bda2-cb20-4638-8bf5-a6b12bd34c53,18076252,01:05.5,Unknown,Unknown,3707bda2-cb20-4638-8bf5-a6b12bd34c53,,,,,,,Black,Male,Not Hispanic or Latino,18602353,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
4706973,b57029d8-e553-437c-8b4f-4312b60faf2e,18085929,47:17.5,Unknown,Unknown,b57029d8-e553-437c-8b4f-4312b60faf2e,,,,,,,White,Male,Unknown,18614232,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,35,Lake County State Attorney's Office,Lake,Florida
4716708,5186bd76-63dc-4a7d-a2b5-b7047e6ec318,18128965,57:30.8,First Degree,Misdemeanor,5186bd76-63dc-4a7d-a2b5-b7047e6ec318,,,,,,,White,Male,Hispanic or Latino,18659221,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716359,03cc2460-58ed-4507-8184-2d6b14627d9a,18128464,37:04.4,First Degree,Misdemeanor,03cc2460-58ed-4507-8184-2d6b14627d9a,,,,,,,Black,Male,Not Hispanic or Latino,18658523,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716545,8f28af84-bb37-4a0d-b6a4-1ae2c9386adf,18128730,47:56.6,First Degree,Misdemeanor,8f28af84-bb37-4a0d-b6a4-1ae2c9386adf,,,,,,,White,Male,Not Hispanic or Latino,18658895,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716633,720d798f-bcd4-4a33-a28b-f9eb04731163,18128847,53:03.9,First Degree,Misdemeanor,720d798f-bcd4-4a33-a28b-f9eb04731163,,,,,,,White,Female,Not Hispanic or Latino,18659071,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716008,f91814bf-2178-41a3-876f-648e16eddfce,18127888,17:00.2,Third Degree,Felony,f91814bf-2178-41a3-876f-648e16eddfce,,,,,,,White,Male,Hispanic or Latino,18657821,,L,Dropped or Abandoned,00:00.0,5202,Carrying Concealed Weapon,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716105,ef41fbb7-89e7-4019-9629-0ac100586e5d,18128033,22:38.3,First Degree,Misdemeanor,ef41fbb7-89e7-4019-9629-0ac100586e5d,,,,,,,Black,Male,Unknown,18658015,,N,Filed Pending Court,00:00.0,5213,Firing Weapon,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716140,288ad583-50cf-4659-ae1b-a09e412d96a7,18128108,24:41.8,Second Degree,Felony,288ad583-50cf-4659-ae1b-a09e412d96a7,,,,,,,Black,Male,Not Hispanic or Latino,18658084,,N,Filed Pending Court,00:00.0,5299,Weapon Offense,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716512,ad98e6a2-48da-4b99-a7da-0e1820d0dddb,18128683,45:58.5,First Degree,Misdemeanor,ad98e6a2-48da-4b99-a7da-0e1820d0dddb,,,,,,,Black,Female,Not Hispanic or Latino,18658829,,N,Filed Pending Court,00:00.0,5311,Disorderly Conduct,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4704634,24b2b7d8-8827-457d-81d9-6d992658a996,18081907,01:10.5,Unknown,Unknown,24b2b7d8-8827-457d-81d9-6d992658a996,,,,,,,Black,Male,Unknown,18608841,,N,Filed Pending Court,00:00.0,5311,Disorderly Conduct,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
4704634,24b2b7d8-8827-457d-81d9-6d992658a996,18081907,01:10.5,Unknown,Unknown,24b2b7d8-8827-457d-81d9-6d992658a996,,,,,,,Black,Male,Unknown,18608841,,N,Filed Pending Court,00:00.0,5311,Disorderly Conduct,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
